frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_35,ID_36,ID_37,ID_38,ID_39
669,(1142!517),(847!436),,(743!1683),(682!726),,,,,(962!1548),(296!1069),,(617!979),(288!1458),(1350!2076),(393!1164),,,,(952!2055),,,,,,,,(687!2076),(586!399),,,,,(326!924),(224!495),(873!1801),,,
670,(1139!517),(856!439),,(747!1684),(682!726),,,,,(963!1549),,,(617!977),(288!1458),(1351!2076),(390!1166),,,,(956!2056),,,,,,,,(689!2074),,,,,,(326!924),(220!492),(871!1801),,,
671,(1135!517),(853!439),(826!399),(750!1685),(682!726),,,,,(963!1550),(297!1070),,(618!976),(289!1459),(1353!2076),(387!1165),,,,(960!2057),,,,,,,,(690!2073),,,,,,(326!924),,(867!1802),,,
672,(1133!515),(826!399),,(753!1687),(683!726),,,,,(962!1550),(298!1069),,(618!975),(289!1459),(1355!2078),(385!1164),,,,(963!2059),,,,,,,,(690!2072),,,,,,(326!924),,(865!1804),,,
673,(1132!515),(848!439),,(755!1690),(683!726),,,,,(963!1550),(298!1070),,(617!976),(289!1459),(1357!2078),(382!1164),,,,(967!2056),,,,,,,,(691!2070),(583!400),,,,,(326!924),(212!486),(861!1804),,,
674,(1132!515),(848!440),,(756!1694),(683!726),,,,,(964!1551),(297!1069),,(618!975),(289!1459),(1359!2078),(379!1164),,,,(971!2056),,,,,,,,(691!2067),(589!399),,,,,(326!924),(209!481),(857!1805),,,
675,(1131!516),(848!440),,(756!1695),(683!726),,,,,(963!1552),(307!1070),,(618!975),(289!1459),(1361!2077),(377!1163),,,,(976!2057),,,,,,,,(691!2068),(583!397),,,,,(326!924),,(855!1806),,,
676,(1129!517),(854!441),,(757!1696),(683!725),,,,,(962!1551),,,(617!975),(289!1459),(1360!2078),(373!1161),,,,(978!2058),,,,,,,,(691!2069),(820!399),,,,,(325!924),(203!474),(850!1807),,,
677,(1126!517),(852!442),,(759!1699),(683!726),,,,,(962!1552),,,(618!975),(289!1459),(1360!2078),(371!1159),,,,(982!2058),,,,,,,,(691!2071),(820!399),,,,,(324!925),(201!472),(847!1809),,,
678,(1123!516),(842!443),,(759!1699),(682!726),,,,,(962!1551),,,(617!975),(289!1459),(1362!2078),(369!1159),,,,(983!2060),,,,,,,,(693!2070),,,,(579!397),,(324!925),,(842!1810),,,
679,(1120!516),(852!444),,(761!1699),(681!725),,,,,(962!1552),,,(617!975),(289!1459),(1363!2078),(368!1158),,,,(984!2062),,,,,,,,(694!2072),(777!272),(873!208),(437!1075),(577!397),,(324!925),,(840!1811),,,
680,(1117!517),(854!444),,(765!1700),(682!725),,,,,(962!1553),,,(617!975),(288!1458),(1364!2078),(367!1156),,,,(987!2065),,,,,,,,(695!2073),,,(447!1073),(575!397),,(323!924),,(837!1811),,,
681,(1115!517),(853!444),,(768!1701),(672!719),,,,,(963!1553),,,(618!975),(288!1458),(1364!2078),(366!1156),,,,(990!2067),,,,,,,,(697!2073),,,(468!1060),(574!397),,(323!925),,(835!1812),,,
682,(1113!518),(854!444),(816!399),(771!1702),(648!698),,,,,(963!1553),,,(617!974),(288!1459),(1365!2078),(366!1155),,,,(993!2068),,,,,,,,(697!2075),,,,(572!398),,(311!928),(187!458),(832!1813),,,
683,(1111!518),(855!444),(816!399),(774!1703),(621!667),,,,,(964!1554),,,(617!974),(288!1458),(1367!2078),(365!1156),,,,(999!2068),,,,,,,,(699!2073),,,(531!1043),(572!399),,(291!945),(186!455),(830!1813),,,
684,(1107!517),(855!444),,(777!1703),(599!632),,,,,(964!1554),,,(617!974),(289!1458),(1367!2078),(364!1156),,,,(1003!2068),,,,,,,,(700!2073),,,,(571!399),,(282!969),(185!452),(827!1814),,,
685,(1103!518),(854!444),(815!400),(778!1703),(583!592),,,,,(963!1554),,,(618!974),(289!1459),(1367!2078),(363!1156),,,,(1007!2069),,,,,,,,(704!2074),,,(574!1036),(571!400),,(277!987),(185!449),(828!1814),,,
686,(1100!518),(854!444),(815!399),(780!1703),(578!569),,,,,(963!1555),,,(618!973),(289!1459),(1367!2077),(362!1155),,,,(1009!2070),,,,,,,,(707!2074),,,,(571!401),,(270!1002),,(822!1815),,,
687,(1098!517),(854!444),(815!399),(783!1704),(579!571),,,,,(965!1554),,,(618!973),(289!1459),(1367!2077),(360!1155),,,,(1013!2068),,,,,,,,(710!2075),,,,(572!401),,(265!1020),(189!446),(819!1816),,,
688,(1096!519),(849!444),,(786!1704),(580!573),,,,,(965!1555),,,(610!961),(289!1459),(1368!2077),(361!1157),,,,(1016!2069),,,,,,,,(713!2078),,,(628!1078),(573!401),,(262!1042),(191!445),(820!1815),,,
689,(1092!519),(853!443),,(788!1705),(581!572),,,,,(963!1555),,,,(289!1459),(1367!2077),(358!1155),,,,(1015!2067),,,,,,,,(715!2077),,,,(573!401),,(256!1052),(196!445),(815!1817),,,
690,(1090!518),(816!400),,(790!1707),(580!572),,,,,(965!1555),,,,(289!1459),(1368!2077),(356!1156),,,,(1019!2067),,,,,,,,(718!2078),,,(641!1079),(572!402),,(257!1050),(196!444),,,,
691,(1085!516),(570!401),,(790!1706),(580!572),,,,,(965!1555),,,,(288!1459),(1367!2077),(354!1156),,,,(1022!2066),,,,,,,,(720!2079),,,(521!902),,,(255!1049),(199!444),(810!1817),,,
692,(1082!515),(568!401),(816!399),(792!1706),(579!572),,,,,(965!1555),,,,(289!1458),(1363!2075),(351!1157),,,,(1023!2063),,,,,,,,(723!2079),,,(514!898),,,(254!1050),,(806!1818),,,
693,(1080!513),(579!572),(853!443),(794!1706),,,,,,(963!1555),,,,(288!1459),(1367!2075),(349!1155),,,,(1029!2064),,,,,,,,(725!2080),,,(515!897),,,(255!1051),,(805!1819),,,
694,(1077!513),(579!570),(845!443),(796!1705),,,,,,(963!1555),,,(661!1065),(288!1458),(1365!2074),(348!1155),,,,(1032!2065),,,,,,,,(725!2079),,,(516!898),,,(254!1051),,(802!1819),,,
695,(1076!511),(579!570),(844!444),(798!1707),,,,,,(964!1554),,,(662!1065),(288!1459),(1365!2072),(345!1155),,,,(1033!2064),,,,,,,,(727!2080),,,(518!898),,,(254!1051),(203!442),(799!1819),,,
696,(1073!510),(579!572),(844!443),(802!1707),,,,,,(964!1555),,,(662!1065),(288!1459),(1366!2071),(343!1153),,,,(1039!2064),,,,,,,,(728!2079),,,(517!899),(561!401),,(254!1051),(203!440),(796!1820),,,
697,(1071!507),(579!570),(843!444),(805!1707),,,,(863!442),,(964!1555),,,(663!1064),(288!1458),(1367!2071),(341!1153),,,,(1043!2062),,,,,,,,(731!2078),,,(518!899),,,(254!1052),(207!435),(792!1820),,,
698,(1069!506),(579!570),(844!443),(809!1707),,,,(867!441),,(965!1555),,,(663!1064),(288!1459),(1368!2068),(338!1153),,,,(1047!2063),,,,,,,,(734!2077),,,(518!900),(558!401),,(254!1052),(206!438),(789!1821),,,
699,(1067!503),(579!570),(847!444),(811!1708),,,,,,(962!1555),,,(663!1064),(289!1459),(1368!2067),(338!1156),,,,(1051!2060),,,,,,,,(738!2078),,,(518!900),(557!400),,(254!1052),(211!431),(788!1822),,,
700,(1067!502),(581!570),(847!444),(815!1708),,,,,,(965!1555),,,(663!1064),(289!1458),(1368!2066),(333!1155),,,,(1053!2060),,,,,,,,(742!2077),,,(516!898),(556!400),,(255!1052),,(785!1822),,,
701,(1065!499),(580!570),(850!444),(818!1710),,,,,,(964!1555),,,(663!1065),(289!1459),(1369!2065),(329!1156),,,,(1056!2060),,,,,,,,(744!2077),,,(518!900),(553!399),,(254!1052),,(782!1823),,,
702,(1064!499),(580!571),(852!444),(821!1711),,,,(871!450),,(966!1555),,,(664!1064),(289!1458),(1370!2063),(325!1158),,,,(1060!2057),,,,,,,,(747!2077),,,(518!900),,,(255!1052),,(779!1822),,,
703,(1062!496),(580!571),(846!444),(823!1714),,,,(871!453),,(965!1555),,,(663!1064),(289!1458),(1371!2062),(322!1158),,,,(1063!2057),,,,,,,,(750!2077),,,(518!900),,,(255!1052),(223!432),(779!1822),,,
704,(1060!495),(581!571),(843!443),(825!1714),,,,(873!452),,(966!1555),,,(663!1064),(289!1458),(1372!2061),(320!1158),,,,(1067!2058),,,,,,,,(751!2075),,,(518!900),,,(254!1052),,(774!1824),,,
705,(1059!494),(579!570),(843!444),(827!1716),,,,(879!458),,(964!1555),,,(663!1064),(288!1459),(1372!2060),(318!1158),,,,(1070!2056),,,,,,,,(753!2075),,,(515!898),,,(255!1052),,(773!1822),,,
706,(1058!493),(580!570),(842!444),(828!1715),,,,(883!462),,(964!1555),,,(663!1064),(288!1459),(1373!2058),(319!1158),,,,(1072!2055),,,,,,,,(755!2076),,,(515!897),,,(253!1052),(233!430),(769!1823),,,
707,(1057!494),(580!571),(842!444),(829!1717),,,,(884!462),,(963!1555),,,(662!1064),(288!1459),(1374!2056),(314!1159),,,,(1074!2054),,,,,,,,(758!2076),,,(517!898),,,(252!1050),(238!429),(765!1823),,,
708,(1055!492),(580!570),(843!441),(832!1717),,(815!399),,(890!466),,(965!1555),,,(664!1063),(288!1459),(1377!2053),(312!1158),,,,(1077!2055),,,,,,,,(762!2076),,,(518!899),(554!398),,(251!1046),(238!433),(761!1823),,,
709,(1053!490),(580!570),(843!443),(834!1719),,(815!399),,(894!468),,(966!1555),,,(664!1063),(288!1459),(1377!2049),(310!1160),,,,(1081!2055),,,,,,,,(766!2074),,,(518!899),(553!398),,(252!1046),,(759!1824),,,
710,(1052!488),(580!570),(843!441),(838!1718),,(814!399),,(898!471),,(965!1555),,,(664!1063),(288!1459),(1379!2048),(307!1159),,,,(1084!2056),,,,,,,,(768!2075),,,(518!899),(554!398),,(252!1041),(242!434),(758!1825),,,
711,(1051!487),(580!570),(842!443),(842!1719),,,,(899!474),,(963!1555),,,(664!1063),(288!1459),(1381!2049),(305!1160),,,,(1089!2058),,,,,,,,(771!2075),,,(517!898),(554!398),,(253!1036),(244!433),(756!1825),,,
712,(1051!486),(580!570),(842!443),(844!1719),,,,(900!475),,(966!1554),,,(665!1063),(289!1458),(1383!2048),(304!1160),,,,(1092!2058),,,,,,,,(774!2078),,,(519!900),,,(258!1032),(251!432),(753!1825),,,
713,(1050!484),(580!571),(842!443),(845!1720),,(813!400),,(906!479),,(965!1555),,,(667!1063),(288!1459),(1383!2047),(300!1161),,,,(1093!2060),,,,,,,,(777!2079),,,(519!899),,,(261!1028),(253!433),(751!1823),,,
714,(1049!482),(580!570),(842!443),(848!1722),,(812!400),,(908!480),,(965!1554),,,(669!1063),(288!1459),(1384!2045),(297!1162),,,,(1096!2061),,,,,,,,(777!2078),,,(517!898),,,(262!1022),(252!431),(746!1824),,,
715,(1047!479),(576!571),(843!444),(850!1724),,(813!400),,(913!484),,(966!1555),,,(667!1063),(290!1461),(1386!2044),(295!1161),,,,(1099!2061),,,,,,,,(779!2079),,,(519!900),,,(265!1019),(261!433),(745!1823),,,
716,(1044!477),(573!568),(843!443),(852!1725),,(812!400),,(917!487),,(966!1553),,,(671!1061),(288!1458),(1388!2043),(292!1160),,,,(1102!2061),,,,,,,,(780!2081),,,(519!900),,,(266!1015),(265!434),(744!1822),,,
717,(1041!477),(570!567),(843!443),(853!1725),,(812!400),,(921!489),,(965!1554),,,(675!1061),(287!1458),(1390!2041),(290!1161),,,,(1101!2061),,,,,,,,(781!2083),,,(519!900),,,(269!1012),(271!434),(746!1821),,,
718,(1039!475),(569!564),(842!443),(855!1726),,(812!400),,(928!494),,(966!1554),,,(677!1059),(287!1458),(1391!2038),(288!1161),,,,(1104!2062),,,,,,,,(780!2083),,,(519!899),,,(271!1011),(271!434),(745!1820),,,
719,(1040!475),(566!559),(842!443),(857!1727),,(810!400),,(932!502),,(966!1554),,,(677!1060),(287!1457),(1392!2039),(284!1158),,,,(1106!2062),,,,,,,,(780!2081),,,(518!900),(544!399),,(273!1010),(276!435),(741!1820),,,
720,(1037!473),(563!556),(842!443),(860!1728),,(809!400),,(937!506),,(965!1555),,,(682!1059),(287!1458),(1392!2037),(281!1160),,,,(1107!2063),,,,,,,,(783!2084),,,(519!900),(540!400),,(276!1009),(280!436),(739!1821),,,
721,(1036!474),(560!551),(842!444),(862!1728),,(809!400),,(942!511),,(965!1555),,,(687!1060),(287!1458),(1392!2034),(280!1161),,,,(1107!2062),,,,,,,,(784!2083),,,(519!900),,,(278!1009),(284!436),(738!1821),,,
722,(1036!474),(558!546),(842!443),(865!1729),,(809!400),,(946!513),,(966!1556),,,(692!1059),(287!1459),(1393!2031),(277!1161),,,,(1109!2062),,,,,,,,(784!2083),,,(521!901),(535!399),,(279!1008),(289!437),(738!1821),,,
723,(1034!474),(554!542),(842!443),(867!1730),,(808!400),,(948!515),,(966!1556),,,(695!1065),(286!1458),(1396!2028),(275!1160),,,,(1114!2063),,,,,,,,(782!2082),,,(519!900),(534!399),,(280!1007),(291!437),(735!1822),,,
724,(1032!472),(552!540),(842!443),(869!1730),,(788!416),,(950!517),,(966!1556),,,(700!1067),(287!1458),(1399!2025),(273!1162),,,,(1116!2064),,,,,,,,(782!2082),,,(530!902),,,(282!1006),(532!399),(734!1821),,,
725,(1031!471),(550!540),(842!443),(872!1729),,(743!455),,(952!518),,(966!1557),,,(705!1070),(287!1457),(1402!2024),(273!1162),,,,(1116!2063),,,,,,,,(782!2082),,,(551!906),,,(282!1005),(530!399),(732!1821),,,
726,(1031!471),(549!540),(841!443),(873!1729),,(694!491),,(953!518),,(966!1558),,,(707!1072),(286!1458),(1402!2022),(271!1160),,,,(1116!2062),,,,,,,,(782!2082),,,(582!916),,,(282!1004),(528!399),(729!1821),,,
727,(1030!471),(547!540),(842!441),(876!1730),,(642!516),,(954!518),,(967!1558),,,(708!1073),(285!1456),(1401!2020),(270!1159),,,,(1117!2060),,,,,,,,,,,(613!937),,,(283!1003),(526!401),(728!1821),,,
728,(1031!472),(545!540),(841!444),(880!1734),,,,(955!518),,(957!1556),,,(706!1074),(285!1456),(1401!2020),(266!1156),,,,(1117!2059),,,,,,,,(784!2082),,,(636!952),,,(284!1001),(601!527),(725!1821),,,
729,(1029!471),(543!540),(840!443),(882!1737),,,,(956!518),,(957!1556),,,,(284!1455),(1402!2018),(264!1156),,,,(1118!2056),,,,,,,,(782!2079),,,(707!1075),,,(285!999),(594!528),(724!1822),,,
730,(1028!471),(542!539),(840!444),(883!1738),,,,(955!519),,(965!1559),,,(644!968),(284!1454),(1403!2015),(263!1156),,,,(1120!2055),,,,,,,,(782!2079),,,(708!1076),,,(285!999),(597!528),(722!1821),,,
731,(1025!469),(534!537),(840!444),(883!1740),,,,(958!519),,(965!1559),,,(642!979),(283!1454),(1402!2015),(262!1154),,,,(1121!2055),,,,,,,,(782!2079),,,(708!1075),(517!404),,(285!998),(598!526),(721!1821),(312!435),,
732,(1023!469),(524!536),(839!444),(883!1741),,,,(958!520),,(958!1557),,,,(283!1454),(1402!2012),(261!1153),,,,(1122!2052),,,,,,,,(782!2078),,,(633!987),(317!435),,(285!997),(598!526),(720!1819),,,
733,(1019!467),(531!548),(839!444),(884!1742),,,,(960!521),,(957!1557),,,(737!1090),(282!1454),(1401!2010),(260!1152),,,,(1121!2052),,,,,(516!403),,,(783!2076),,,(623!993),(320!434),,(285!997),(599!526),(719!1819),,,
734,(1017!466),(534!550),(839!443),(884!1744),,,,(962!522),,(965!1559),,,(760!1097),(281!1452),(1400!2008),(263!1152),,,,(1120!2051),,,,,(516!402),,,(785!2075),,,(618!996),(325!432),,(286!997),(599!527),(719!1818),,,
735,(1016!465),(534!548),(839!444),(885!1744),,,,(963!524),,(965!1559),,,,(281!1452),(1399!2005),(256!1152),,,,(1121!2050),,,,,,,,(786!2076),,,(621!996),(328!431),,(286!997),(598!527),(718!1818),,,
736,(1015!463),(536!549),(839!444),(885!1744),,,,(965!525),,(965!1560),,,(779!1107),(278!1451),(1401!2000),(256!1152),,,,(1125!2048),,,,,(514!404),,,(785!2075),,,(626!996),(331!428),,(286!997),(598!528),(716!1818),,,
737,(1013!464),(538!553),(839!444),(887!1745),,,,(967!526),,(958!1557),,,(778!1105),(280!1451),(1403!1998),(254!1152),,,,(1132!2045),,,,,(516!403),,,(786!2075),,,(631!996),(335!427),,(287!997),(598!527),(715!1817),,,
738,(1011!462),(539!552),(840!444),(889!1745),,,,(969!526),,(966!1561),,,(779!1107),(278!1450),(1403!1994),(254!1152),,,,(1136!2041),,,,,(517!403),,,(788!2075),,,(633!994),(340!428),,(287!996),(598!527),(717!1817),,,
739,(1008!461),(542!553),(839!444),(892!1746),,,,(971!528),,(967!1561),,,,(277!1450),(1403!1992),(254!1152),,,,(1138!2040),,,,,(515!404),,,(789!2074),,,(634!993),(344!426),,(287!997),(598!528),(712!1817),,,
740,(1006!459),(544!553),(841!442),(896!1746),,,,(973!529),,(967!1562),,,,(277!1449),(1404!1991),(254!1152),,,,(1140!2040),,,,,,,,(789!2074),,,(633!993),(345!429),,(289!989),(599!527),(710!1818),,,
741,(1003!457),(544!555),(840!443),(896!1745),,,,(971!529),,(967!1562),,,,(276!1447),(1405!1991),(255!1152),,,,(1141!2039),,,,,(511!403),,,(792!2074),,,(634!992),(347!429),,,(598!527),(709!1818),,,
742,(1002!457),(545!556),(839!444),(899!1746),,,,(974!530),,(967!1562),,,(778!1107),(275!1447),(1405!1988),(255!1153),,,,(1142!2037),,,,,,,,(794!2074),,,(634!990),(354!428),,(298!943),(598!528),(707!1817),,,
743,(1002!457),(545!556),(839!445),(901!1746),,,,(974!532),,(962!1556),,,,(277!1446),(1406!1985),(258!1152),,,,(1143!2033),,,,,,,,(796!2074),,,(635!988),(355!424),,(298!920),(598!528),(704!1816),,,
744,(1002!456),(544!556),(838!445),(901!1747),,,,(974!532),,(968!1562),,,(778!1103),(274!1446),(1405!1984),(258!1152),,,,(1146!2029),,,,,,,,(799!2074),,,(635!987),(357!423),,(293!917),(598!527),(703!1816),,,
745,(1001!455),(543!555),(836!446),(902!1747),,,,(972!534),,(968!1562),,,,(274!1451),(1405!1980),(258!1152),,,,(1149!2028),,,,,,,,(801!2072),,,(636!987),(358!422),,(292!916),(598!527),(701!1816),,,
746,(1000!453),(543!555),(835!451),(902!1748),,,,(974!535),,(968!1562),,,(780!1104),(270!1447),(1405!1977),(258!1152),,,,(1153!2027),,,,,,,,(802!2073),,,(635!986),(362!420),,(297!916),(598!528),(700!1815),,,
747,(997!452),(544!555),(833!456),(906!1750),,,,(974!536),,(969!1562),,,(784!1102),(270!1447),(1405!1977),(255!1152),,,,(1154!2025),,,,,(496!399),,,(804!2073),,,(635!986),(365!419),,(303!915),(598!527),(700!1815),,,
748,(993!451),(543!556),(833!460),(907!1751),,,,(974!536),,(980!1563),,,(783!1102),(270!1445),(1405!1976),(255!1152),,,,(1154!2022),,,,,,,,(806!2073),,,(635!986),(371!418),,(308!915),(598!527),(698!1814),,,
749,(989!449),(543!555),(831!462),(909!1754),,,,(974!536),,(999!1559),,,(788!1104),(269!1444),(1405!1976),(254!1152),,,,(1158!2019),,,,,(499!398),,,(807!2071),(778!272),,(636!986),(372!417),,(316!916),(598!527),(694!1813),,,
750,(987!449),(543!555),(826!464),(909!1754),,,,(973!537),,(1014!1549),,,(790!1103),(269!1445),(1404!1974),(255!1152),,,,(1160!2018),,,,,,,,(808!2072),,,(636!986),(373!418),,(321!915),(598!527),,,,
751,(985!450),(544!555),(824!467),(687!1813),,,,(975!537),,(910!1755),,,(790!1103),(269!1445),(1403!1973),(255!1152),,,,(1160!2017),,,,,,,,(808!2072),,,(636!985),(381!416),,(321!913),(598!528),,,,
752,(983!451),(544!555),(823!469),(686!1813),,,,(975!537),,(911!1755),,,(789!1103),(271!1448),(1404!1971),(255!1152),,,,(1160!2016),,,,,,,,(810!2071),,,(636!985),(384!415),,(319!913),(598!527),,,,
753,(981!450),(545!556),(820!471),(685!1812),,,,(975!537),,(912!1756),,,(789!1104),(269!1445),(1403!1968),(255!1152),,,,(1158!2015),,,,,,,,(813!2071),,,(635!985),(386!413),,(318!915),(599!527),,,,
754,(979!447),(545!556),(816!475),(682!1811),,,,(975!537),,(913!1756),,,(789!1104),(269!1445),(1401!1966),(255!1153),,,,(1160!2014),,,,,,,,(816!2071),,,(636!986),(385!416),,(318!914),(599!527),,,,
755,(977!447),(545!556),(817!480),(680!1810),,,,(973!536),,(913!1757),,,,(268!1446),(1401!1963),(254!1154),,,,(1161!2011),,,,,,,,(817!2073),,,(634!984),(388!413),,(319!915),(598!527),,,,
756,(975!446),(545!556),(816!481),(678!1808),,,,(974!537),,(914!1757),,,(787!1102),(267!1446),(1400!1961),(253!1154),,,,(1163!2009),,,,,(483!399),,,(820!2075),,,(632!984),(392!414),,(319!913),(598!527),,,,
757,(973!447),(547!552),(815!483),(673!1809),,,,(972!536),,(915!1757),,,,(267!1446),(1398!1958),(250!1155),,,,(1164!2007),,,,,,,,(821!2076),,,(630!982),(396!412),,(317!910),(598!527),,,,
758,(973!446),(549!560),(814!487),(672!1809),,,,(975!538),,(918!1757),,,,(267!1445),(1397!1957),(249!1155),,,,(1168!2005),,,,,,,,(821!2077),,,(628!981),(398!412),,(315!909),(599!528),,,,
759,(972!443),(556!573),(813!490),(669!1808),,,,(974!536),,(921!1757),,,,(266!1445),(1397!1957),(246!1156),,,,(1169!2003),,,,,(479!399),,,(821!2079),,,(624!979),(399!413),,(313!910),(598!527),,,(1192!1475),
760,(969!441),(561!586),(812!492),(668!1806),,,,(974!537),,(923!1757),,,(797!1090),(267!1445),(1396!1955),(243!1155),,,,(1169!2002),,,,,(477!398),,,(824!2079),,,(620!980),(400!413),,(310!913),(598!526),,,(1204!1467),
761,(966!441),(558!600),(810!493),(669!1806),,,,(974!536),,(924!1758),,,(808!1088),(267!1445),(1394!1952),(239!1153),,,,(1172!1998),,,,,(477!399),,,(826!2077),,,(617!980),(402!416),,(303!914),(604!502),,,(1216!1457),
762,(962!441),(552!607),(809!494),(663!1806),,,,(974!536),,(925!1759),,,,(267!1445),(1393!1951),(237!1153),,,,(1175!1996),,,,,,,,(827!2077),,,(612!978),(474!399),,(300!915),(613!468),,,(1219!1447),
763,(961!440),(545!614),(808!497),(663!1806),,,,(975!537),,(926!1759),,,(851!1087),(265!1445),(1394!1951),(235!1154),,,,(1177!1995),,,,,(406!416),,,(831!2076),,,(609!975),(472!398),,(298!915),(625!459),,,(1217!1448),
764,(960!440),(542!614),(807!497),(662!1806),,,,(974!537),,(926!1759),,,,(267!1446),(1393!1950),(233!1153),,,,(1177!1990),,,,,(411!416),,,(829!2073),,,(605!975),(471!398),,(298!916),(631!473),,,(1216!1447),
765,(959!440),(631!495),(805!499),(662!1806),,,,(975!537),,(929!1759),,,,(266!1446),(1393!1948),(230!1153),,,,(1179!1986),,,,,,,,(839!2077),,,(600!971),,,(299!918),(413!416),,,(1215!1446),
766,(957!439),(627!518),(803!502),(661!1806),(544!603),,,(975!538),,(930!1760),,,,(264!1445),(1392!1945),(227!1157),,,,(1180!1982),,,,,,,,(842!2079),,,(597!970),,,(302!919),(415!417),,,(1216!1446),
767,(955!439),(628!531),(803!505),(660!1806),(548!594),,,(975!538),,(931!1760),,,(909!1078),(265!1444),(1389!1943),(225!1158),,,,(1180!1980),,,,,,,,(844!2080),,,(595!968),,,(304!923),(414!419),,,(1216!1446),
768,(953!437),(621!537),(801!507),(659!1805),(558!578),,,(976!537),,(933!1761),,,,(264!1444),(1386!1941),(223!1161),,,,(1183!1980),,,,,,,,(847!2082),,,(592!966),,,(307!926),(420!420),,,(1216!1446),
769,(951!437),(612!538),(800!509),(657!1805),,,,(975!536),,(935!1762),,,(920!1086),(266!1444),(1385!1940),(221!1162),,,,(1186!1977),,,,,,,,(848!2081),,,(587!963),,,(312!929),(419!420),,,(1216!1446),
770,(950!436),(608!535),(800!512),(656!1804),,(588!560),,(974!537),,(935!1763),,,(919!1088),(265!1444),(1385!1940),(220!1163),,,,(1187!1972),,,,,,,,(849!2081),,,(582!960),,,(313!927),(418!423),,,(1217!1446),
771,(949!435),(611!530),(799!515),(654!1803),,,,(975!535),,(937!1764),,,,(266!1444),(1382!1938),(217!1163),,,,(1188!1968),,,,,,,,(849!2082),,,(576!958),,,(312!926),(419!425),,,(1217!1446),
772,(948!433),(612!524),(797!517),(653!1802),,,,(974!537),,(937!1765),,,,(265!1444),(1381!1936),(215!1162),,,,(1191!1966),,,,,,,,(849!2080),,,(572!957),(466!399),,(312!925),(420!428),,,(1217!1446),
773,(946!432),(606!516),(794!521),(651!1802),,,,(974!537),,(938!1764),,,,(265!1446),(1379!1935),(211!1162),,,,(1191!1964),,,,,,,,(851!2079),,,(567!955),(467!401),,(314!927),(420!432),,,(1217!1446),
774,(943!431),(601!506),(793!524),(651!1801),,(634!571),,(974!537),,(938!1765),,,,(264!1446),(1379!1934),(209!1164),,,,(1192!1963),,,,,,,,(852!2078),,,(562!953),(467!399),,(314!928),(420!432),,,(1218!1445),
