frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_111
23346,,,,,(395!1106),,(997!1289),,,,,,(510!211),,(310!1416),,,(743!1147),,,,(70!531),,,,,,,(935!200),,,,,(114!1460),,,(999!183),,,(885!1702),(92!1552),,,(1391!140),,,,,,,,,,,,,,,,(221!1101),,,,,,,,(756!1228),,,,(212!1036),,,(1407!144),,,(71!1275),,,,,,,,,,(1339!856),(77!608),,,,,,,,,,,,,,,,,,,,,
23347,,,,,(396!1106),,(997!1289),,,,,,(510!214),,(310!1415),,,(743!1147),,,,,,,,,,,(935!200),,,,,(113!1459),,,,,,(885!1703),(92!1553),,,(1391!141),,,,,,,,,,,,,,,,(220!1101),,,,,,,,(756!1228),,,,(212!1036),,,(1405!140),,,(73!1278),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23348,,,,,(397!1106),,(997!1288),,,,,,(510!214),,(310!1415),,,(743!1146),,,,,,,,,,,(936!200),,,,,(113!1459),,,,,,(887!1702),(92!1552),,,,,,,,,,,,(220!1871),,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1406!140),,,(73!1278),,,,,,,,,,(1340!856),(76!607),,,,,,,,,,,,,,,,,,,,,
23349,,,,,(396!1106),,,,,,,,(510!214),,(310!1416),,,(743!1147),,,,(71!532),,,,,,,(936!200),,,,,(114!1459),,,(999!183),,,(888!1702),(92!1552),,,,,,,,,,,,,,,,,,,(219!1101),,,,,,,,(756!1228),,,,(212!1036),,,(1389!141),,,(73!1278),,,,,,,(200!177),,,(1339!855),(78!608),,,,,,,,,,,,,,,,,,,,,
23350,,,,,(396!1106),,(999!1287),,,,,,(510!214),,(310!1416),,(1406!138),(743!1147),,,,(70!532),,,,,,,(936!200),,,,,(113!1460),,,(999!183),,,(890!1701),(92!1552),,,,,,,,,,,,,,,,,,,(219!1101),,,,,,,,(756!1228),,,,(212!1037),,,(1391!141),,,,,,,,,,,,,(1339!855),(78!608),,,,,,,,,,,,,,,,,,,,,
23351,,,,,(396!1106),,(999!1286),,,,,,(510!211),,(310!1416),,,(743!1147),,,,(71!531),,,,,,,(936!200),,,,,(114!1459),,,(998!184),,,(891!1700),(92!1552),,,,,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1406!135),,,(73!1278),,,,,,,(200!177),,,(1340!856),(77!608),,,,,,,,,,,,,,,,,,,,,
23352,,,,,(396!1107),,(999!1286),,,,,,(510!211),,(311!1416),,,(743!1147),,,,(70!531),,,,,,,(936!200),,,,,(114!1461),,,(999!183),,,(893!1699),(92!1552),,,(1391!142),,,,,,,,,(221!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1405!145),,,(72!1278),,,,,,,,,,(1340!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23353,,,,,(396!1106),,(1001!1287),,,,,,(510!211),,(310!1416),,,(743!1147),,,,(70!531),,,,,,,(936!200),,,,,(115!1459),,,(999!185),,,(894!1698),(92!1552),,,,,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(70!1276),,,,,,,,,,(1340!856),(79!607),,,,,,,,,,,,,,,,,,,,,
23354,,,,,(397!1106),,(1002!1286),,,,,,(510!211),,(311!1416),,(1408!137),(743!1146),,,,(70!531),,,,,,,(936!200),,,,,(115!1459),,,(999!182),,,(894!1698),(92!1553),,,(1392!143),,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(72!1278),,,,,,,,,,(1339!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23355,,,,,(396!1106),,,,,,,,(510!214),,(311!1416),,(1406!145),(743!1146),,,,(71!531),,,,,,,(936!200),,,,,(114!1457),,,(1000!183),,,(897!1697),(92!1553),,,,,,,,,,,,(220!1872),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1278),,,,,,,,,,(1339!856),(78!606),,,,,,,,,,,,,,,,,,,,,
23356,,,,,(396!1107),,(1001!1286),,,,,,(509!214),,(311!1417),,,(743!1146),,,,(70!531),,,,,,,(936!200),,,,,(115!1458),,,(1000!184),,,(898!1698),(92!1552),,,,,,,,,,,,(220!1872),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(69!1275),,,,,,,,,,(1339!856),(78!606),,,,,,,,,,,,,,,,,,,,,
23357,,,,,(396!1106),,(1002!1287),,,,,,(509!212),,(311!1417),,(1409!138),(743!1147),,,,,,,,,,,(936!200),,,,,(115!1456),,,(998!184),,,(899!1699),(92!1553),,,(1392!142),,,,,,,,,(218!1872),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1278),,,,,,,,,,(1340!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23358,,,,,(395!1107),,(1001!1287),,,,,,(509!214),,(310!1417),,,(743!1146),,,,(70!531),,,,,,,(935!200),,,,,(116!1456),,,(999!184),,,(901!1699),(92!1553),,,(1391!141),,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1037),,,,,,(71!1278),,,,,,,,,,(1340!855),(78!608),,,,,,,,,,,,,,,,,,,,,
23359,,,,,(396!1106),,,,,,,,(509!212),,(311!1417),,,(743!1146),,,,,,,,,,,(936!200),,,,,(114!1456),,,(999!183),,,(903!1699),(92!1552),,,,,,,,,,,,(220!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23360,,,,,(397!1106),,(1002!1287),,,,,,(509!211),,(311!1417),,(1406!137),(743!1146),,,,(71!531),,,,,,,(936!200),,,,,(114!1456),,,(999!182),,,(904!1699),(92!1552),,,,,,,,,,,,(221!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23361,,,,,(396!1106),,(1004!1287),,,,,,(509!211),,(311!1417),,(1409!137),(743!1146),,,,(70!531),,,,,,,(936!200),,,,,(114!1455),,,(1000!182),,,(905!1699),(92!1552),,,,,,,,,,,,(220!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1277),,,,,,,,,,(1340!856),(76!605),,,,,,,,,,,,,,,,,,,,,
23362,,,,,(396!1107),,(1003!1287),,,,,,(509!211),,(311!1417),,(1406!142),(743!1146),,,,,,,,,,,(936!200),,,,,(115!1454),,,(1000!182),,,(907!1697),(92!1552),,,(1389!141),,,,,,,,,(220!1871),,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1277),,,,,,,(200!177),,,(1340!856),(87!612),,,,,,,,,,,,,,,,,,,,,
23363,,,,,(396!1106),,(1005!1287),,,,,,(509!214),,(311!1417),,(1404!142),(743!1146),,,,(70!530),,,,,,,(936!201),,,,,(115!1453),,,(1000!182),,,(909!1697),(92!1552),,,,,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1276),,,,,,,(200!177),,,(1340!857),(77!608),,,,,,,,,,,,,,,,,,,,,
23364,,,,,(396!1106),,(1005!1287),,,,,,(509!214),,(311!1418),,(1404!143),(743!1146),,,,(70!531),,,,,,,(936!201),,,,,(115!1451),,,(1000!182),,,(911!1697),(92!1552),,,(1392!138),,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1277),,,,,,,(200!177),,,(1340!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23365,,,,,(396!1107),,(1006!1287),,,,,,(509!211),,(311!1417),,(1392!141),(743!1146),,,,,,,,,,,(935!200),,,,,(114!1453),,,(1000!183),,,(913!1696),(95!1552),,,,,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(69!1272),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23366,,,,,(396!1106),,(1007!1286),,,,,,(509!214),,(310!1417),,(1391!138),(743!1146),,,,(70!530),,,,,,,(935!200),,,,,(115!1451),,,(999!184),,,(915!1697),(92!1552),,,,,,,,,,,,(222!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1275),,,,,,,,,,(1340!859),,,,,,,,,,,,,,,,,,,,,,
23367,,,,,(396!1107),,(1007!1287),,,,,,(509!214),,(310!1418),,,(743!1146),,,,(77!607),,,,,,,(935!201),,,,,(115!1453),,,(1000!183),,,(916!1698),(92!1552),,,,,,,,,,,,(220!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(71!1275),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23368,,,,,(396!1106),,(1008!1287),,,,,,,,(310!1418),,(1391!143),(743!1146),,,,(77!604),,,,,,,(936!201),,,,,(116!1449),,,(999!183),,,(919!1696),(95!1553),,,,,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23369,,,,,(397!1107),,(1007!1286),,,,,,(509!211),,(310!1418),,(1408!136),(743!1147),,,,(77!607),,,,,,,(935!200),,,,,(116!1448),,,(1000!183),,,(921!1696),(92!1552),,,,,,,,,,,,(217!1871),,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!860),,,,,,,,,,,,,,,,,,,,,,
23370,,,,,(397!1107),,(1008!1286),,,,,,(509!211),,(309!1418),,(1391!141),(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(117!1446),,,(1000!183),,,(924!1697),(95!1553),,,,,,,,,,,,,,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,(200!179),,,(1340!857),,,,,,,,,,,,,,,,,,,,,,
23371,,,,,(397!1107),,(1008!1286),,,,,,(508!211),,(309!1418),,(1405!147),(743!1147),,,,(77!607),,,,,,,(935!200),,,,,(116!1445),,,(998!184),,,(926!1697),(95!1553),,,,,,,,,,,,(222!1871),,,,,,,(220!1100),,,,,,,,(756!1228),,,,(212!1037),,,,,,(70!1275),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23372,,,,,(396!1107),,(1009!1286),,,,,,(508!211),,(308!1418),,,(743!1146),,,,(77!608),,,,,,,(936!200),,,,,(116!1445),,,(999!184),,,(927!1697),(92!1553),,,,,,,,,,,,(222!1872),,,,,,,(218!1100),,,,,,,,(756!1228),,,,(212!1037),,,,,,(70!1273),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23373,,,,,(397!1106),,,,,,,,(508!210),,(308!1418),,(1408!158),(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(116!1445),,,(999!183),,,(928!1696),(95!1553),,,(1391!137),,,,,,,,,,,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23374,,,,,(397!1106),,,,,,,,(508!210),,(309!1417),,,(743!1147),,,,(78!608),,,,,,,(936!201),,,,,(117!1444),,,(999!182),,,(930!1697),(95!1553),,,(1407!137),,,,,,,,,,,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1037),,,,,,(70!1273),,,,,,,,,,(1340!856),(69!531),,,,,,,,,,,,,,,,,,,,,
23375,,,,,(397!1106),,(1010!1285),,,,,,(509!213),,(309!1417),,,(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(118!1443),,,(999!183),,,(932!1695),(95!1552),,,(1391!144),,,,,,,,,,,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,(69!1271),,,,,,,,,,(1340!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23376,,,,,(396!1106),,,,,,,,(508!213),,(309!1417),,,(743!1147),,,,(77!608),,,,,,,(936!200),,,,,(120!1443),,,(999!182),,,(934!1694),(95!1552),,,(1391!141),,,,,,,,,(222!1872),,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1406!137),,,(68!1271),,,,,,,,,,(1340!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23377,,,,,(397!1107),,(1011!1285),,,,,,(508!211),,(308!1418),,,(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(119!1442),,,(998!184),,,(935!1693),(92!1553),,,(1391!138),,,,,,,,,,,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1406!142),,,(69!1270),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23378,,,,,(397!1107),,(1011!1284),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(120!1441),,,(999!182),,,(936!1691),,,,(1391!138),,,,,,,,,(220!1871),,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1405!141),,,,,,,,,,,,,(1340!856),(70!530),,,,,,,,,,,,,,,,,,,,,
23379,,,,,(397!1107),,(1012!1285),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(78!608),,,,,,,(936!201),,,,,(120!1440),,,(999!183),,,(936!1691),(92!1552),,,(1392!141),,,,,,,,,(218!1871),,,,,,,(218!1100),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!860),(70!531),,,,,,,,,,,,,,,,,,,,,
23380,,,,,(396!1106),,(1012!1285),,,,,,(508!211),,(309!1417),,,(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(119!1439),,,(1000!182),,,(937!1690),(95!1552),,,,,,,,,,,,,,,,,,,(219!1100),,,,,,,,(755!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),(69!530),,,,,,,,,,,,,,,,,,,,,
23381,,,,,(397!1107),,(1013!1285),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(78!608),,,,,,,(936!201),,,,,(119!1437),,,(997!183),,,(938!1690),(92!1552),,,,,,,,,,,,(217!1871),,,,,,,(219!1100),,,,,,,,(756!1228),,,,(212!1036),,,(1406!141),,,,,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23382,,,,,(396!1107),,(1012!1285),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(76!607),,,,,,,(936!201),,,,,(119!1436),,,(997!183),,,(941!1691),(91!1553),,,,,,,,,,,,(221!1873),,,,,,,(219!1100),,,,,,,,(755!1228),,,,(212!1036),,,(1408!157),,,,,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23383,,,,,(395!1107),,(1013!1285),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(70!530),,,,,,,(936!201),,,,,(118!1435),,,(999!183),,,(942!1691),(95!1552),,,,,,,,,,,,,,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,,,,(68!1267),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23384,,,,,(395!1107),,(1014!1285),,,,,,(508!212),,(309!1418),,,(743!1147),,,,(70!530),,,,,,,(936!201),,,,,(119!1435),,,(999!183),,,(944!1693),(95!1553),,,(1391!141),,,,,,,,,,,,,,,,(219!1100),,,,,,,,(755!1228),,,,(212!1036),,,,,,(69!1267),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23385,,,,,(396!1107),,(1013!1284),,,,,,(508!214),,(309!1418),,,(743!1147),,,,(77!607),,,,,,,(936!201),,,,,(118!1435),,,(998!184),,,(945!1693),(91!1552),,,(1391!141),,,,,,,,,,,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,(1404!140),,,(67!1266),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23386,,,,,(396!1107),,(1013!1284),,,,,,(508!213),,(309!1418),,,(743!1147),,,,(77!608),,,,,,,(936!201),,,,,(118!1434),,,(999!183),,,(947!1693),(95!1553),,,,,,,,,,,,,,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),(70!530),,,,,,,,,,,,,,,,,,,,,
23387,,,,,(396!1107),,(1014!1283),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(78!608),,,,,,,(936!201),,,,,(119!1433),,,(997!184),,,(948!1693),(94!1553),,,,,,,,,,,,(218!1872),,,,,,,(219!1100),,,,,,,,(755!1228),,,,(212!1036),,,(1404!139),,,(68!1266),,,,,,,,,,(1340!856),(71!531),,,,,,,,,,,,,,,,,,,,,
23388,,,,,(396!1107),,(1014!1283),,,,,,(508!211),,(309!1418),,,(743!1147),,,,(77!608),,,,,,,(936!201),,,,,(119!1432),,,(997!182),,,(951!1693),(91!1552),,,,,,,,,,,,(218!1872),,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,(1406!141),,,(69!1265),,,,,,,,,,(1340!861),(70!531),,,,,,,,,,,,,,,,,,,,,
23389,,,,,(396!1107),,(1013!1282),,,,,,,,(309!1418),,(1409!158),(743!1147),,,,(71!530),,,,,,,(936!201),,,,,(119!1432),,,(997!184),,,(952!1692),(91!1552),,,,,,,,,,,,(220!1872),,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,(1392!142),,,(68!1265),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23390,,,,,(396!1107),,(1013!1282),,,,,,(508!212),,(308!1418),,,(743!1147),,,,(70!530),,,,,,,(936!201),,,,,(119!1431),,,(997!184),,,(954!1691),(91!1552),,,,,,,,,,,,(220!1872),,,,,,,(218!1099),,,,,,,,(755!1228),,,,(212!1036),,,(1391!141),,,(69!1265),,,,,,,,,,(1339!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23391,,,,,(395!1107),,(1013!1281),,,,,,(508!214),,(308!1418),,,(743!1147),,,,(78!608),,,,,,,(936!201),,,,,(118!1430),,,(997!183),,,(954!1689),(95!1552),,,,,,,,,,,,(219!1872),,,,,,,(220!1099),,,,,,,,,,,,(212!1036),,,,,,(67!1264),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23392,,,,,(395!1107),,(1012!1281),,,,,,(508!214),,(309!1418),,,(743!1146),,,,(78!608),,,,,,,(936!201),,,,,(120!1429),,,(998!183),,,(955!1688),(95!1553),,,(1406!139),,,,,,,,,(218!1872),,,,,,,(220!1099),,,,,,,,,,,,(212!1036),,,,,,(68!1264),,,,,,,(200!177),,,(1340!856),(70!530),,,,,,,,,,,,,,,,,,,,,
23393,,,,,(395!1107),,(1012!1281),,,,,,(509!214),,(309!1418),,,(743!1147),,,,(77!608),,,,,,,(936!201),,,,,(120!1429),,,(997!183),,,(956!1688),(91!1552),,,(1392!141),,,,,,,,,(217!1871),,,,,,,(218!1099),,,,,,,,(755!1228),,,,(212!1036),,,,,,(68!1264),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23394,,,,,(395!1107),,(1012!1281),,,,,,(508!213),,(309!1418),,,(743!1147),,,,,,,,,,,(936!201),,,,,(120!1428),,,(999!182),,,(957!1689),(91!1552),,,(1410!145),,,,,,,,,(219!1872),,,,,,,(218!1099),,,,,,,,(755!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23395,,,,,(396!1107),,,,,,,,(508!211),,(307!1418),,,(743!1146),,,,(77!608),,,,,,,(936!201),,,,,(120!1427),,,(997!184),,,(959!1688),(95!1552),,,,,,,,,,,,(218!1872),,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,,,,(67!1263),,,,,,,,,,(1340!861),,,,,,,,,,,,,,,,,,,,,,
23396,,,,,(396!1107),,(1012!1280),,,,,,(507!213),,(307!1419),,,(743!1147),,,,,,,,,,,(936!200),,,,,(119!1427),,,(997!184),,,(959!1688),(95!1552),,,(1402!135),,,,,,,,,(218!1872),,,,,,,(218!1099),,,,,,,,(755!1228),,,,(212!1036),,,(1391!141),,,(67!1263),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23397,,,,,(396!1107),,(1012!1280),,,,,,(508!213),,(308!1419),,,(743!1147),,,,,,,,,,,(936!201),,,,,(119!1426),,,(997!183),,,(960!1689),(91!1552),,,,,,,,,,,,(216!1871),,,,,,,(218!1100),,,,,,,,(755!1228),,,,(212!1036),,,(1392!141),,,(67!1263),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23398,,,,,(396!1107),,,,,,,,(507!214),,(307!1419),,,(743!1147),,,,,,,,,,,(936!200),,,,,(121!1427),,,(997!183),,,(962!1689),(95!1552),,,,,,,,,,,,(219!1871),,,,,,,(218!1099),,,,,,,,(755!1228),,,,(211!1036),,,(1408!137),,,(67!1264),,,,,,,,,,(1340!855),,,,,,,,,,,,,,,,,,,,,,
23399,,,,,(395!1107),,(1011!1280),,,,,,(508!211),,(307!1420),,,(743!1147),,,,(77!608),,,,,,,(936!201),,,,,(121!1426),,,(997!182),,,(963!1688),(91!1552),,,(1391!141),,,,,,,,,(219!1871),,,,,,,(217!1099),,,,,,,,(755!1228),,,,(212!1036),,,(1408!137),,,(67!1263),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23400,,,,,(396!1107),,(1012!1280),,,,,,(508!211),,(307!1419),,,(743!1147),,,,(77!608),,,,,,,(936!201),,,,,(121!1425),,,(997!183),,,(966!1686),(91!1552),,,(1391!141),,,,,,,,,(217!1872),,,,,,,(217!1099),,,,,,,,(755!1228),,,,(212!1036),,,(1405!140),,,,,,,,,,,,,(1340!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23401,,,,,(395!1107),,(1011!1280),,,,,,(508!213),,(307!1420),,,(743!1147),,,,(76!608),,,,,,,(936!200),,,,,(121!1424),,,(997!182),,,(968!1685),,,,,,,,,,,,,,,,,,,,(218!1099),,,,,,,,(755!1228),,,,(212!1036),,,(1392!141),,,(67!1263),,,,,,,,,,(1340!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23402,,,,,(395!1107),,(1011!1280),,,,,,(508!213),,(307!1420),,,(743!1147),,,,(76!608),,,,,,,(936!200),,,,,(122!1424),,,(997!183),,,(969!1685),,,,,,,,,,,,,(220!1874),,,,,,,(218!1099),,,,,,,,(755!1228),,,,(212!1036),,,,,,(67!1263),,,,,,,,,,(1340!860),,,,,,,,,,,,,,,,,,,,,,
23403,,,,,(395!1107),,(1012!1279),,,,,,(508!211),,(307!1420),,,(743!1147),,,,(76!606),,,,,,,(936!201),,,,,(122!1423),,,(999!183),,,(971!1684),(95!1552),,,,,,,,,,,,(218!1871),,,,,,,(217!1098),,,,,,,,(755!1228),,,,(212!1036),,,(1392!141),,,,,,,,,,,,,(1340!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23404,,,,,(395!1107),,(1011!1279),,,,,,(508!211),,(307!1420),,,(743!1147),,,,(76!607),,,,,,,(936!200),,,,,(122!1423),,,(997!182),,,(973!1683),(95!1553),,,,,,,,,,,,,,,,,,,(217!1099),,,,,,,,(755!1228),,,,(212!1036),,,(1392!141),,,(67!1264),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23405,,,,,(396!1107),,,,,,,,(507!213),,(306!1420),,,(743!1147),,,,(76!606),,,,,,,(935!200),,,,,(120!1423),,,(997!184),,,(975!1684),(95!1552),,,,,,,,,,,,(218!1872),,,,,,,(217!1098),,,,,,,,(755!1227),,,,(211!1036),,,,,,(68!1263),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23406,,,,,(395!1107),,,,,,,,(508!211),,(306!1420),,,(742!1147),,,,(76!606),,,,,,,(935!200),,,,,(121!1421),,,(997!184),,,(978!1684),(94!1552),,,,,,,,,,,,(215!1871),,,,,,,(217!1098),,,,,,,,(755!1227),,,,(211!1036),,,(1403!137),,,(67!1263),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23407,,,,,(395!1107),,(1010!1278),,,,,,(507!213),,(306!1419),,,(742!1147),,,,(76!606),,,,,,,(936!200),,,,,(121!1420),,,(997!185),,,(982!1684),(95!1552),,,,,,,,,,,,,,,,,,,(216!1099),,,,,,,,(755!1227),,,,(211!1036),,,(1392!138),,,(67!1263),,,,,,,,,,(1340!860),,,,,,,,,,,,,,,,,,,,,,
23408,,,,,(395!1107),,(1009!1278),,,,,,(507!214),,(307!1419),,,(742!1147),,,,(76!608),,,,,,,(935!200),,,,,(121!1420),,,(996!184),,,(984!1684),(90!1552),,,,,,,,,,,,,,,,,,,(216!1098),,,,,,,,(755!1228),,,,(211!1036),,,,,,(67!1263),,,,,,,,,,(1340!860),(70!531),,,,,,,,,,,,,,,,,,,,,
23409,,,,,(395!1107),,(1010!1276),,,,,,(507!213),,(306!1419),,,(743!1146),,,,(77!608),,,,,,,(936!201),,,,,(120!1420),,,(997!183),,,(986!1684),(95!1552),,,(1391!141),,,,,,,,,,,,,,,,(216!1098),,,,,,,,(756!1227),,,,(212!1036),,,(1407!138),,,(68!1263),,,,,,,(199!177),,,(1340!861),,,,,,,,,,,,,,,,,,,,,,
23410,,,,,(395!1107),,(1009!1277),,,,,,,,(306!1420),,,(742!1147),,,,(76!608),,,,,,,(935!201),,,,,(121!1421),,,(996!183),,,(989!1683),(95!1552),,,,,,,,,,,,(217!1872),,,,,,,(216!1098),,,,,,,,(756!1227),,,,(211!1036),,,(1391!142),,,(67!1263),,,,,,,(200!177),,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23411,,,,,(395!1107),,(1008!1276),,,,,,(508!213),,(306!1419),,,(742!1147),,,,(76!609),,,,,,,(936!201),,,,,(121!1421),,,(996!183),,,(993!1682),(94!1552),,,,,,,,,,,,,,,,,,,(216!1099),,,,,,,,(756!1227),,,,(212!1036),,,(1406!138),,,,,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23412,,,,,(396!1107),,(1008!1276),,,,,,(507!211),,(306!1419),,,(741!1147),,,,,,,,,,,(936!201),,,,,(122!1420),,,(997!183),,,(995!1680),(94!1552),,,,,,,,,,,,(216!1872),,,,,,,(215!1099),,,,,,,,(755!1227),,,,(212!1036),,,(1405!136),,,(67!1263),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23413,,,,,(395!1107),,(1007!1276),,,,,,(508!213),,(307!1420),,,(742!1147),,,,(77!609),,,,,,,(935!201),,,,,(122!1419),,,(998!184),,,(996!1679),(94!1552),,,,,,,,,,,,,,,,,,,(215!1099),,,,,,,,(755!1227),,,,(211!1036),,,,,,(68!1263),,,,,,,,,,(1340!856),(73!530),,,,,,,,,,,,,,,,,,,,,
