frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_6,ID_7,ID_8,ID_9,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_52,ID_53,ID_54,ID_57,ID_59,ID_60,ID_61,ID_62,ID_68,ID_69,ID_70,ID_72,ID_74,ID_75,ID_77,ID_79,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_90,ID_91,ID_92,ID_93,ID_94,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_114,ID_116,ID_117,ID_123,ID_124,ID_125,ID_127,ID_128,ID_129,ID_130,ID_131,ID_132,ID_133,ID_134,ID_135,ID_136,ID_137,ID_138,ID_139,ID_140,ID_142
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2255,1156)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1834,242)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1832,242)","(1822,259)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2251,1158)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1832,242)","(1826,252)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,"(1180,608)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1833,242)","(1827,253)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2011,251)",,,,,,,,,,,,"(1832,243)","(1826,255)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,"(1189,604)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2013,254)",,,,,,,,,,,,"(1833,246)","(1824,251)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,"(1184,605)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2013,254)",,,,,,,,,,,,"(1834,243)","(1825,253)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,"(1181,616)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2018,256)",,,,,,,,,,,,,,"(2006,248)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,"(1172,614)","(1183,620)",,,,,,,,,,,,,,,,,,,"(1187,606)",,,,,,,,,,,,,,,,,,"(1063,1192)",,,,,,,,,,,,,,,,,,,,"(2016,255)",,,,,,,,,,,,,,"(2003,248)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,"(1184,612)",,,,,,,,,,,,,,,,,,,"(1171,615)",,,,,,,,,,,,,,,,,,"(1063,1188)",,,,,,,,,,,,,,,,,,,,"(2015,254)",,,,,,,,,,,,,,"(2004,249)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,"(1204,607)","(1182,614)",,,,,,,,,,,,,,,,,,,"(1170,616)",,,,,,,,,,,,,,,,,,"(1065,1190)",,,,,,,,,,,,,,,,,,,,"(2010,252)",,,,,,,,,,,,,,"(1992,249)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,"(1185,607)",,,,,,,,,,,,,,,,,,,"(1170,615)",,,,,,,,,,,,,,,,,,"(1067,1192)",,,,,,,,,,,,,,,,,,,,"(2001,252)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,"(1204,609)","(1185,609)",,,,,,,,,,,,,,,,,,,"(1169,616)",,,,,,,,,,,,,,,,,,"(1064,1188)",,,,,,,,,,,,,,,,,,,,"(1999,253)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,"(1202,612)","(1184,609)",,,,,,,,,,,,,,,,,,,"(1169,618)",,,,,,,,,,,,,,,,,,"(1063,1190)",,,,,,,,,,,,,,,,,,,,"(2012,254)",,,,,,,,,,,,,,,,"(1054,1201)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,"(1182,616)",,,,,,,,,,,,,,,,,,,"(1169,619)",,,,,,,,,,,,,,,,,,"(1062,1189)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1054,1201)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,"(1185,614)",,,,,,,,,,,,,,,,,,,"(1201,613)",,,,,,,,,,,,,,,,,,"(1064,1190)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1054,1201)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,"(1176,616)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1065,1192)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1993,261)",,"(1055,1201)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,"(1180,616)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1062,1195)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1844,243)",,"(1992,262)",,"(1055,1204)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,"(1177,617)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1066,1198)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1058,1206)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1196,621)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1196,619)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1850,249)","(1845,258)",,,,"(1176,617)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1196,619)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1847,258)",,,,,"(1172,620)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,"(1200,614)",,,,,,,,,,,,,,,,,,,,"(1192,622)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1179,616)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1195,618)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1180,620)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,"(1974,1836)",,,,,,,,"(1177,628)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,"(1986,1855)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,"(1986,1856)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,"(1988,1856)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,"(1987,1856)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,"(1988,1855)",,,,,,,"(1609,1757)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,"(1986,1856)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1183,618)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,"(1987,1856)",,,,,,,"(1591,1811)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1866,240)",,,,,"(1161,628)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,"(1988,1855)",,,,,,,"(1599,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1875,239)",,,,,"(1159,630)",,"(1179,623)",,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,"(1165,620)",,,,,,,,,,,,"(1987,1856)",,,,,,,"(1620,1825)","(1183,617)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1872,240)",,,,,"(1157,632)",,"(1177,628)",,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,"(1987,1856)",,,,,,,"(1637,1832)","(1182,617)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1157,633)",,"(1177,627)",,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,"(1987,1856)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1877,240)",,,,,"(1157,631)","(1108,1302)","(1173,620)",,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,"(1987,1856)",,,,,,,"(1646,1838)","(1178,624)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1879,239)",,,,,"(1156,632)","(1109,1301)","(1168,623)",,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,"(1987,1857)",,,,,,,"(1647,1837)",,,,,,,,,,,,"(1639,1832)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1878,240)",,,,,"(1158,632)","(1108,1302)","(1179,625)",,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,"(1988,1856)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1162,628)",,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,"(1994,1854)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,"(1997,1854)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1110,1302)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,"(2002,1853)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1155,634)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,"(2008,1852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1157,635)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,"(2014,1851)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1162,626)","(1108,1301)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,"(2017,1850)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1162,625)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,"(2022,1850)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1165,622)","(1109,1321)","(1155,634)","(1111,1310)",,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,"(2026,1849)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1166,620)",,"(1156,632)","(1113,1318)",,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,"(2031,1848)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1165,620)",,"(1154,635)",,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,"(2034,1848)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1164,621)",,"(1154,635)",,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,"(2038,1848)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1163,621)","(1127,1368)","(1154,636)",,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,"(2039,1848)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1164,623)",,"(1154,635)",,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,"(2042,1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1153,636)","(1130,1376)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,"(2046,1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1989,250)",,,"(1155,634)","(1132,1379)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,"(2046,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1152,637)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,"(2047,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,"(2048,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1149,646)","(1139,1394)","(1155,632)",,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,"(2057,1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1879,239)","(1885,243)","(1898,244)",,,,,"(1151,643)",,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,"(2054,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1888,242)",,"(1990,252)",,,,,"(1149,644)",,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,"(2055,1845)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2024,252)",,,,,,,,,,,,"(1885,240)","(1900,243)","(2011,250)",,,,,"(1150,645)",,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,"(2059,1845)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1888,238)","(1898,244)",,,,,"(1140,1397)","(1149,651)",,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,"(2063,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2030,253)",,,,,,,,,,,,"(1891,240)","(1905,246)",,,,"(1153,636)",,"(1148,652)",,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2038,253)",,,,,,,,,,,,"(1896,241)","(1959,247)",,"(1690,264)",,,"(1142,1401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,"(2067,1846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2052,256)",,,,,,,,,,,,"(1893,240)","(1966,247)","(1907,245)","(1689,265)",,,,"(1145,652)",,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,"(2068,1845)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1899,241)","(1973,248)","(1912,246)","(1687,264)",,,"(1146,1408)","(1137,675)",,"(1054,965)",,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1906,242)",,"(1792,242)","(1687,263)",,,"(1149,1420)","(1143,660)",,"(1054,964)",,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,"(2076,1845)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1984,249)",,"(1794,243)","(1683,262)",,,,"(1142,660)",,"(1055,964)",,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2067,257)",,,,,,,,,,,,"(1985,250)","(1909,240)","(1793,243)","(1686,267)",,,,"(1142,661)",,"(1054,964)",,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1992,250)","(1918,242)","(1794,245)","(1688,267)",,,"(1165,1442)","(1141,664)",,"(1055,964)",,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2039,253)",,,,,,,,,,,,"(1994,249)","(1923,243)","(1793,245)",,,,,"(1141,662)",,"(1055,962)",,,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1995,249)","(1928,242)","(1793,246)",,,,,"(1141,661)",,"(1055,963)",,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2001,249)","(1934,246)","(1792,246)",,,,,"(1141,663)",,"(1058,963)",,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2002,249)","(1937,245)","(1787,249)",,,"(1135,676)",,"(1142,659)",,"(1055,965)",,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2014,252)","(1940,246)","(1789,248)",,,,,"(1138,663)",,"(1055,970)",,"(1075,973)",,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2017,250)","(1943,246)","(1792,249)",,,,,"(1139,668)",,"(1054,967)",,"(1073,971)",,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1847,928)","(1837,911)",,,,,,,,,,,,,,,,,,,,,,"(2023,252)","(1936,245)","(1792,250)",,,,,"(1138,666)",,"(1054,967)",,"(1073,975)",,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2025,251)",,"(1790,250)",,,,,,,"(1054,967)","(2037,255)","(1073,972)",,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2028,253)","(1957,247)","(1791,250)",,,,,,,"(1054,969)","(2069,278)","(1072,973)",,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2033,253)","(1963,247)","(1792,251)",,,"(1134,682)",,"(1138,666)",,"(1056,971)",,"(1072,976)",,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1791,250)",,,"(1133,680)",,"(1139,668)",,"(1054,969)",,"(1069,975)",,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1969,247)","(1790,251)",,,,,"(1135,679)",,"(1048,963)",,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2046,255)",,,,,,,,,,,,"(2054,260)","(2044,251)",,,,,,,,"(1048,967)",,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2062,265)",,,,,,,,,,,,,"(2047,258)",,,,,,,,"(1049,965)",,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2060,264)",,,,,,,,,,,,"(1977,247)","(2045,257)",,,,"(1132,680)",,,,"(1048,963)",,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1995,247)",,,,,,,,,,,,"(1979,247)","(2058,265)",,,,"(1132,682)",,,,"(1049,961)",,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,"(2059,1774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1985,247)",,,,,,,,,,,,,"(2061,267)",,,,,,,,"(1049,960)",,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,"(2055,1772)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1990,248)",,,,,,,,,,,,,"(2061,269)",,,,"(1131,683)",,,,"(1049,957)","(2072,277)",,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1994,246)",,,,,,,,,,,,,"(2071,273)",,,,"(1131,686)",,,,"(1048,955)","(1986,245)",,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,"(1124,700)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2075,278)",,,,"(1128,688)",,"(1134,680)",,"(1049,952)",,,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,"(2048,1870)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1128,693)",,,,"(1049,951)",,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2084,286)",,,,"(1126,694)",,,,"(1050,948)",,,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,"(2007,1879)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2002,1855)",,,,,,,,,,,"(1124,695)",,,,"(1050,941)",,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2027,1879)",,,,,,,,,,,,,,,"(1051,941)",,,"(1046,953)",,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2029,251)",,,,,,,,,,,,,"(2098,296)",,,,"(1126,694)",,,,"(1052,933)",,,"(1048,953)",,,,,,,,,,,,,,,,,,,,,,
